County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
31 - Placer,1/26/2017,In Construction,17660816,29,Greater Sacramento Counties
31 - Placer,1/26/2017,In Closure,4251445,13,Greater Sacramento Counties
32 - Plumas,1/26/2017,In Review,0,0,
32 - Plumas,1/26/2017,Pending Construction,80000,4,
32 - Plumas,1/26/2017,In Construction,18859,3,
32 - Plumas,1/26/2017,In Closure,0,0,
33 - Riverside,1/26/2017,In Review,198811221,61,
33 - Riverside,1/26/2017,Pending Construction,53893337,54,
33 - Riverside,1/26/2017,In Construction,408817363,120,
33 - Riverside,1/26/2017,In Closure,28244655,40,
34 - Sacramento,1/26/2017,In Review,94674266,42,Greater Sacramento Counties
34 - Sacramento,1/26/2017,Pending Construction,39041981,60,Greater Sacramento Counties
34 - Sacramento,1/26/2017,In Construction,275532289,129,Greater Sacramento Counties
34 - Sacramento,1/26/2017,In Closure,166120112,55,Greater Sacramento Counties
35 - San Benito,1/26/2017,In Review,75000,1,
35 - San Benito,1/26/2017,Pending Construction,0,0,
35 - San Benito,1/26/2017,In Construction,103388,1,
35 - San Benito,1/26/2017,In Closure,23629915,1,
36 - San Bernardino,1/26/2017,In Review,626309252,73,
36 - San Bernardino,1/26/2017,Pending Construction,54851231,82,
36 - San Bernardino,1/26/2017,In Construction,289857585,126,
36 - San Bernardino,1/26/2017,In Closure,30408490,48,
37 - San Diego,1/26/2017,In Review,197630050,86,
37 - San Diego,1/26/2017,Pending Construction,86686247,136,
37 - San Diego,1/26/2017,In Construction,326823402,233,
37 - San Diego,1/26/2017,In Closure,129333167,77,
38 - San Francisco,1/26/2017,In Review,105203314,76,Bay Area Counties
38 - San Francisco,1/26/2017,Pending Construction,14322710,36,Bay Area Counties
38 - San Francisco,1/26/2017,In Construction,1360151087,120,Bay Area Counties
38 - San Francisco,1/26/2017,In Closure,221159190,41,Bay Area Counties
39 - San Joaquin,1/26/2017,In Review,24116390,21,
39 - San Joaquin,1/26/2017,Pending Construction,25463698,10,
39 - San Joaquin,1/26/2017,In Construction,23313770,32,
39 - San Joaquin,1/26/2017,In Closure,6552002,20,
40 - San Luis Obispo,1/26/2017,In Review,7815180,7,
40 - San Luis Obispo,1/26/2017,Pending Construction,1730732,5,
40 - San Luis Obispo,1/26/2017,In Construction,6309123,18,
40 - San Luis Obispo,1/26/2017,In Closure,92350,2,
41 - San Mateo,1/26/2017,In Review,39424984,33,Bay Area Counties
41 - San Mateo,1/26/2017,Pending Construction,132898495,25,Bay Area Counties
41 - San Mateo,1/26/2017,In Construction,67968745,53,Bay Area Counties
41 - San Mateo,1/26/2017,In Closure,10161783,18,Bay Area Counties
42 - Santa Barbara,1/26/2017,In Review,20732521,17,
42 - Santa Barbara,1/26/2017,Pending Construction,525515,9,
42 - Santa Barbara,1/26/2017,In Construction,223405492,43,
42 - Santa Barbara,1/26/2017,In Closure,19016258,18,
43 - Santa Clara,1/26/2017,In Review,338412054,59,Bay Area Counties
43 - Santa Clara,1/26/2017,Pending Construction,23684447,58,Bay Area Counties
43 - Santa Clara,1/26/2017,In Construction,1828538394,156,Bay Area Counties
43 - Santa Clara,1/26/2017,In Closure,28723200,35,Bay Area Counties
44 - Santa Cruz,1/26/2017,In Review,12585555,10,
44 - Santa Cruz,1/26/2017,Pending Construction,1596489,7,
44 - Santa Cruz,1/26/2017,In Construction,7022241,16,
44 - Santa Cruz,1/26/2017,In Closure,2793687,4,
45 - Shasta,1/26/2017,In Review,13522196,14,
45 - Shasta,1/26/2017,Pending Construction,1157950,7,
45 - Shasta,1/26/2017,In Construction,5689181,17,
45 - Shasta,1/26/2017,In Closure,1112509,4,
46 - Sierra,1/26/2017,In Review,101700,1,
46 - Sierra,1/26/2017,Pending Construction,0,0,
46 - Sierra,1/26/2017,In Construction,0,0,
46 - Sierra,1/26/2017,In Closure,0,0,
47 - Siskiyou,1/26/2017,In Review,4130500,3,
47 - Siskiyou,1/26/2017,Pending Construction,1668238,6,
47 - Siskiyou,1/26/2017,In Construction,1497250,4,
47 - Siskiyou,1/26/2017,In Closure,396887,3,
48 - Solano,1/26/2017,In Review,2653718,8,Bay Area Counties
48 - Solano,1/26/2017,Pending Construction,861330,16,Bay Area Counties
48 - Solano,1/26/2017,In Construction,80801855,26,Bay Area Counties
48 - Solano,1/26/2017,In Closure,10750885,16,Bay Area Counties
49 - Sonoma,1/26/2017,In Review,42667043,20,Bay Area Counties
49 - Sonoma,1/26/2017,Pending Construction,4842770,22,Bay Area Counties
49 - Sonoma,1/26/2017,In Construction,20159664,50,Bay Area Counties
49 - Sonoma,1/26/2017,In Closure,3300433,22,Bay Area Counties
50 - Stanislaus,1/26/2017,In Review,18596042,15,
50 - Stanislaus,1/26/2017,Pending Construction,4850192,20,
50 - Stanislaus,1/26/2017,In Construction,15448793,27,
50 - Stanislaus,1/26/2017,In Closure,1318154,9,
51 - Sutter,1/26/2017,In Review,562095,4,
51 - Sutter,1/26/2017,Pending Construction,0,0,
51 - Sutter,1/26/2017,In Construction,30925,2,
51 - Sutter,1/26/2017,In Closure,35179,1,
52 - Tehama,1/26/2017,In Review,165000,2,
52 - Tehama,1/26/2017,Pending Construction,330000,2,
52 - Tehama,1/26/2017,In Construction,1418291,7,
52 - Tehama,1/26/2017,In Closure,338468,1,
53 - Trinity,1/26/2017,In Review,0,0,
53 - Trinity,1/26/2017,Pending Construction,178500,3,
53 - Trinity,1/26/2017,In Construction,1382817,1,
53 - Trinity,1/26/2017,In Closure,0,0,
54 - Tulare,1/26/2017,In Review,25621544,9,
54 - Tulare,1/26/2017,Pending Construction,4178080,8,
54 - Tulare,1/26/2017,In Construction,46809838,23,
54 - Tulare,1/26/2017,In Closure,1691306,6,
55 - Tuolumne,1/26/2017,In Review,0,0,
55 - Tuolumne,1/26/2017,Pending Construction,68000,1,
55 - Tuolumne,1/26/2017,In Construction,1925602,1,
55 - Tuolumne,1/26/2017,In Closure,0,0,
56 - Ventura,1/26/2017,In Review,29562829,23,Greater Los Angeles Counties
56 - Ventura,1/26/2017,Pending Construction,2939908,23,Greater Los Angeles Counties
56 - Ventura,1/26/2017,In Construction,590181379,70,Greater Los Angeles Counties
56 - Ventura,1/26/2017,In Closure,21063361,7,Greater Los Angeles Counties
57 - Yolo,1/26/2017,In Review,6282179,7,Greater Sacramento Counties
57 - Yolo,1/26/2017,Pending Construction,492140,4,Greater Sacramento Counties
57 - Yolo,1/26/2017,In Construction,9596303,7,Greater Sacramento Counties
57 - Yolo,1/26/2017,In Closure,3579347,6,Greater Sacramento Counties
58 - Yuba,1/26/2017,In Review,242448,2,
58 - Yuba,1/26/2017,Pending Construction,5729260,8,
58 - Yuba,1/26/2017,In Construction,55906918,12,
58 - Yuba,1/26/2017,In Closure,89170550,2,
01 - Alameda,2/9/2017,In Review,152232290,46,Bay Area Counties
01 - Alameda,2/9/2017,Pending Construction,73683442,47,Bay Area Counties
01 - Alameda,2/9/2017,In Construction,545207028,105,Bay Area Counties
01 - Alameda,2/9/2017,In Closure,8806346,32,Bay Area Counties
02 - Alpine,2/9/2017,In Review,0,0,
02 - Alpine,2/9/2017,Pending Construction,0,0,
02 - Alpine,2/9/2017,In Construction,0,0,
02 - Alpine,2/9/2017,In Closure,0,0,
03 - Amador,2/9/2017,In Review,16500,1,
03 - Amador,2/9/2017,Pending Construction,80000,2,
03 - Amador,2/9/2017,In Construction,4569809,8,
03 - Amador,2/9/2017,In Closure,203043,3,
04 - Butte,2/9/2017,In Review,87190000,6,
04 - Butte,2/9/2017,Pending Construction,2346929,4,
04 - Butte,2/9/2017,In Construction,1449192,10,
04 - Butte,2/9/2017,In Closure,1597366,2,
05 - Calaveras,2/9/2017,In Review,150000,1,
05 - Calaveras,2/9/2017,Pending Construction,0,0,
05 - Calaveras,2/9/2017,In Construction,149334,3,
05 - Calaveras,2/9/2017,In Closure,0,0,
06 - Colusa,2/9/2017,In Review,0,0,
06 - Colusa,2/9/2017,Pending Construction,0,0,
06 - Colusa,2/9/2017,In Construction,0,0,
06 - Colusa,2/9/2017,In Closure,0,0,
07 - Contra Costa,2/9/2017,In Review,58611008,23,Bay Area Counties
07 - Contra Costa,2/9/2017,Pending Construction,8894420,24,Bay Area Counties
07 - Contra Costa,2/9/2017,In Construction,30514981,52,Bay Area Counties
07 - Contra Costa,2/9/2017,In Closure,16757879,26,Bay Area Counties
08 - Del Norte,2/9/2017,In Review,167700,3,
08 - Del Norte,2/9/2017,Pending Construction,57100,2,
08 - Del Norte,2/9/2017,In Construction,2898634,6,
08 - Del Norte,2/9/2017,In Closure,48435,2,
09 - El Dorado,2/9/2017,In Review,4538213,8,Greater Sacramento Counties
09 - El Dorado,2/9/2017,Pending Construction,3571845,4,Greater Sacramento Counties
09 - El Dorado,2/9/2017,In Construction,12418717,13,Greater Sacramento Counties
09 - El Dorado,2/9/2017,In Closure,3548647,5,Greater Sacramento Counties
10 - Fresno,2/9/2017,In Review,154172744,16,
10 - Fresno,2/9/2017,Pending Construction,575960,9,
10 - Fresno,2/9/2017,In Construction,81767562,93,
10 - Fresno,2/9/2017,In Closure,2482827,22,
11 - Glenn,2/9/2017,In Review,0,0,
11 - Glenn,2/9/2017,Pending Construction,12962075,2,
11 - Glenn,2/9/2017,In Construction,0,0,
11 - Glenn,2/9/2017,In Closure,284685,1,
12 - Humboldt,2/9/2017,In Review,50000,1,
12 - Humboldt,2/9/2017,Pending Construction,9253500,9,
12 - Humboldt,2/9/2017,In Construction,88354026,11,
12 - Humboldt,2/9/2017,In Closure,2469583,6,
13 - Imperial,2/9/2017,In Review,18503400,7,
13 - Imperial,2/9/2017,Pending Construction,43240000,3,
13 - Imperial,2/9/2017,In Construction,30518116,8,
13 - Imperial,2/9/2017,In Closure,64800,1,
14 - Inyo,2/9/2017,In Review,0,0,
14 - Inyo,2/9/2017,Pending Construction,30000,1,
14 - Inyo,2/9/2017,In Construction,0,0,
14 - Inyo,2/9/2017,In Closure,45000,1,
15 - Kern,2/9/2017,In Review,51343184,26,
15 - Kern,2/9/2017,Pending Construction,3210133,19,
15 - Kern,2/9/2017,In Construction,90788138,50,
15 - Kern,2/9/2017,In Closure,6989880,7,
16 - Kings,2/9/2017,In Review,58000,2,
16 - Kings,2/9/2017,Pending Construction,80500,2,
16 - Kings,2/9/2017,In Construction,920817,14,
16 - Kings,2/9/2017,In Closure,137247,3,
17 - Lake,2/9/2017,In Review,61286,2,
17 - Lake,2/9/2017,Pending Construction,3000,1,
17 - Lake,2/9/2017,In Construction,3013668,18,
17 - Lake,2/9/2017,In Closure,0,0,
18 - Lassen,2/9/2017,In Review,120000,1,
18 - Lassen,2/9/2017,Pending Construction,115730,2,
18 - Lassen,2/9/2017,In Construction,1408950,7,
18 - Lassen,2/9/2017,In Closure,1199725,4,
19 - Los Angeles,2/9/2017,In Review,1011345331,450,Greater Los Angeles Counties
19 - Los Angeles,2/9/2017,Pending Construction,249580299,453,Greater Los Angeles Counties
19 - Los Angeles,2/9/2017,In Construction,628270084,843,Greater Los Angeles Counties
19 - Los Angeles,2/9/2017,In Closure,252311215,198,Greater Los Angeles Counties
20 - Madera,2/9/2017,In Review,10074012,6,
20 - Madera,2/9/2017,Pending Construction,278696,5,
20 - Madera,2/9/2017,In Construction,11700331,25,
20 - Madera,2/9/2017,In Closure,1255864,9,
21 - Marin,2/9/2017,In Review,141911548,13,Bay Area Counties
21 - Marin,2/9/2017,Pending Construction,39174529,23,Bay Area Counties
21 - Marin,2/9/2017,In Construction,130510888,38,Bay Area Counties
21 - Marin,2/9/2017,In Closure,1251014,13,Bay Area Counties
22 - Mariposa,2/9/2017,In Review,0,0,
22 - Mariposa,2/9/2017,Pending Construction,0,0,
22 - Mariposa,2/9/2017,In Construction,133607,1,
22 - Mariposa,2/9/2017,In Closure,16718,1,
23 - Mendocino,2/9/2017,In Review,1266000,6,
23 - Mendocino,2/9/2017,Pending Construction,290100,5,
23 - Mendocino,2/9/2017,In Construction,19223822,12,
23 - Mendocino,2/9/2017,In Closure,503238,4,
24 - Merced,2/9/2017,In Review,8630,1,
24 - Merced,2/9/2017,Pending Construction,643385,6,
24 - Merced,2/9/2017,In Construction,1114593,14,
24 - Merced,2/9/2017,In Closure,0,0,
25 - Modoc,2/9/2017,In Review,0,0,
25 - Modoc,2/9/2017,Pending Construction,0,0,
25 - Modoc,2/9/2017,In Construction,45000,1,
25 - Modoc,2/9/2017,In Closure,0,0,
26 - Mono,2/9/2017,In Review,60000,1,
26 - Mono,2/9/2017,Pending Construction,0,0,
26 - Mono,2/9/2017,In Construction,21000,1,
26 - Mono,2/9/2017,In Closure,0,0,
27 - Monterey,2/9/2017,In Review,13868106,15,
27 - Monterey,2/9/2017,Pending Construction,1615277,12,
27 - Monterey,2/9/2017,In Construction,46365584,27,
27 - Monterey,2/9/2017,In Closure,448094,3,
28 - Napa,2/9/2017,In Review,3767951,16,Bay Area Counties
28 - Napa,2/9/2017,Pending Construction,888500,4,Bay Area Counties
28 - Napa,2/9/2017,In Construction,4542551,26,Bay Area Counties
28 - Napa,2/9/2017,In Closure,549992,6,Bay Area Counties
29 - Nevada,2/9/2017,In Review,850612,3,
29 - Nevada,2/9/2017,Pending Construction,8017596,13,
29 - Nevada,2/9/2017,In Construction,21879204,13,
29 - Nevada,2/9/2017,In Closure,10083385,5,
30 - Orange,2/9/2017,In Review,185633451,89,Greater Los Angeles Counties
30 - Orange,2/9/2017,Pending Construction,28750062,62,Greater Los Angeles Counties
30 - Orange,2/9/2017,In Construction,141713854,167,Greater Los Angeles Counties
30 - Orange,2/9/2017,In Closure,20908413,51,Greater Los Angeles Counties
31 - Placer,2/9/2017,In Review,42314511,10,Greater Sacramento Counties
31 - Placer,2/9/2017,Pending Construction,46475515,16,Greater Sacramento Counties
31 - Placer,2/9/2017,In Construction,17027020,23,Greater Sacramento Counties
31 - Placer,2/9/2017,In Closure,5728615,20,Greater Sacramento Counties
32 - Plumas,2/9/2017,In Review,0,0,
32 - Plumas,2/9/2017,Pending Construction,80000,4,
32 - Plumas,2/9/2017,In Construction,18859,3,
32 - Plumas,2/9/2017,In Closure,0,0,
33 - Riverside,2/9/2017,In Review,197630927,56,
33 - Riverside,2/9/2017,Pending Construction,51746564,46,
33 - Riverside,2/9/2017,In Construction,410730762,122,
33 - Riverside,2/9/2017,In Closure,27374263,37,
34 - Sacramento,2/9/2017,In Review,77927720,38,Greater Sacramento Counties
34 - Sacramento,2/9/2017,Pending Construction,39173768,57,Greater Sacramento Counties
34 - Sacramento,2/9/2017,In Construction,259676554,133,Greater Sacramento Counties
34 - Sacramento,2/9/2017,In Closure,185808348,56,Greater Sacramento Counties
35 - San Benito,2/9/2017,In Review,75000,1,
35 - San Benito,2/9/2017,Pending Construction,0,0,
35 - San Benito,2/9/2017,In Construction,103388,1,
35 - San Benito,2/9/2017,In Closure,23629915,1,
36 - San Bernardino,2/9/2017,In Review,556276111,68,
36 - San Bernardino,2/9/2017,Pending Construction,54672264,87,
36 - San Bernardino,2/9/2017,In Construction,363953724,126,
36 - San Bernardino,2/9/2017,In Closure,17914822,41,
37 - San Diego,2/9/2017,In Review,196808790,79,
37 - San Diego,2/9/2017,Pending Construction,91181453,137,
37 - San Diego,2/9/2017,In Construction,326469107,220,
37 - San Diego,2/9/2017,In Closure,100876368,88,
38 - San Francisco,2/9/2017,In Review,104116759,72,Bay Area Counties
38 - San Francisco,2/9/2017,Pending Construction,14571710,37,Bay Area Counties
38 - San Francisco,2/9/2017,In Construction,1360604013,122,Bay Area Counties
38 - San Francisco,2/9/2017,In Closure,215454759,32,Bay Area Counties
39 - San Joaquin,2/9/2017,In Review,24209331,18,
39 - San Joaquin,2/9/2017,Pending Construction,24393698,12,
39 - San Joaquin,2/9/2017,In Construction,26748143,32,
39 - San Joaquin,2/9/2017,In Closure,6655533,22,
40 - San Luis Obispo,2/9/2017,In Review,7815180,7,
40 - San Luis Obispo,2/9/2017,Pending Construction,1635732,4,
40 - San Luis Obispo,2/9/2017,In Construction,5610373,16,
40 - San Luis Obispo,2/9/2017,In Closure,935250,5,
41 - San Mateo,2/9/2017,In Review,31629914,29,Bay Area Counties
41 - San Mateo,2/9/2017,Pending Construction,132832115,23,Bay Area Counties
41 - San Mateo,2/9/2017,In Construction,68831438,53,Bay Area Counties
41 - San Mateo,2/9/2017,In Closure,9310839,16,Bay Area Counties
42 - Santa Barbara,2/9/2017,In Review,27135321,21,
42 - Santa Barbara,2/9/2017,Pending Construction,156000,5,
42 - Santa Barbara,2/9/2017,In Construction,219900024,38,
42 - Santa Barbara,2/9/2017,In Closure,26459071,28,
43 - Santa Clara,2/9/2017,In Review,335111610,64,Bay Area Counties
43 - Santa Clara,2/9/2017,Pending Construction,20672248,49,Bay Area Counties
43 - Santa Clara,2/9/2017,In Construction,1829016918,155,Bay Area Counties
43 - Santa Clara,2/9/2017,In Closure,23447714,28,Bay Area Counties
44 - Santa Cruz,2/9/2017,In Review,12585555,10,
44 - Santa Cruz,2/9/2017,Pending Construction,1461587,6,
44 - Santa Cruz,2/9/2017,In Construction,7008705,16,
44 - Santa Cruz,2/9/2017,In Closure,1827066,4,
45 - Shasta,2/9/2017,In Review,13516696,14,
45 - Shasta,2/9/2017,Pending Construction,1120950,7,
45 - Shasta,2/9/2017,In Construction,5676881,17,
45 - Shasta,2/9/2017,In Closure,1162509,5,
46 - Sierra,2/9/2017,In Review,101700,1,
46 - Sierra,2/9/2017,Pending Construction,0,0,
46 - Sierra,2/9/2017,In Construction,0,0,
46 - Sierra,2/9/2017,In Closure,0,0,
47 - Siskiyou,2/9/2017,In Review,4130500,3,
47 - Siskiyou,2/9/2017,Pending Construction,1668238,6,
47 - Siskiyou,2/9/2017,In Construction,571250,3,
47 - Siskiyou,2/9/2017,In Closure,1583799,3,
48 - Solano,2/9/2017,In Review,858387,6,Bay Area Counties
48 - Solano,2/9/2017,Pending Construction,846826,15,Bay Area Counties
48 - Solano,2/9/2017,In Construction,80039366,27,Bay Area Counties
48 - Solano,2/9/2017,In Closure,11401782,16,Bay Area Counties
49 - Sonoma,2/9/2017,In Review,39706518,18,Bay Area Counties
49 - Sonoma,2/9/2017,Pending Construction,5504795,23,Bay Area Counties
49 - Sonoma,2/9/2017,In Construction,20195164,54,Bay Area Counties
49 - Sonoma,2/9/2017,In Closure,3306153,22,Bay Area Counties
50 - Stanislaus,2/9/2017,In Review,16109538,13,
50 - Stanislaus,2/9/2017,Pending Construction,4380192,16,
50 - Stanislaus,2/9/2017,In Construction,14957463,27,
50 - Stanislaus,2/9/2017,In Closure,2673952,11,
51 - Sutter,2/9/2017,In Review,298372,3,
51 - Sutter,2/9/2017,Pending Construction,0,0,
51 - Sutter,2/9/2017,In Construction,30925,2,
51 - Sutter,2/9/2017,In Closure,0,0,
52 - Tehama,2/9/2017,In Review,165000,2,
52 - Tehama,2/9/2017,Pending Construction,330000,2,
52 - Tehama,2/9/2017,In Construction,1423291,7,
52 - Tehama,2/9/2017,In Closure,338468,1,
53 - Trinity,2/9/2017,In Review,0,0,
53 - Trinity,2/9/2017,Pending Construction,178500,3,
53 - Trinity,2/9/2017,In Construction,1382817,1,
53 - Trinity,2/9/2017,In Closure,0,0,
54 - Tulare,2/9/2017,In Review,23719750,6,
54 - Tulare,2/9/2017,Pending Construction,5233414,8,
54 - Tulare,2/9/2017,In Construction,47067098,25,
54 - Tulare,2/9/2017,In Closure,1696306,7,
55 - Tuolumne,2/9/2017,In Review,107500,2,
55 - Tuolumne,2/9/2017,Pending Construction,68000,1,
55 - Tuolumne,2/9/2017,In Construction,1925602,1,
55 - Tuolumne,2/9/2017,In Closure,0,0,
56 - Ventura,2/9/2017,In Review,31953044,25,Greater Los Angeles Counties
56 - Ventura,2/9/2017,Pending Construction,2107029,17,Greater Los Angeles Counties
56 - Ventura,2/9/2017,In Construction,590065843,71,Greater Los Angeles Counties
56 - Ventura,2/9/2017,In Closure,21784276,12,Greater Los Angeles Counties
57 - Yolo,2/9/2017,In Review,2390000,4,Greater Sacramento Counties
57 - Yolo,2/9/2017,Pending Construction,232795,4,Greater Sacramento Counties
57 - Yolo,2/9/2017,In Construction,9973063,7,Greater Sacramento Counties
57 - Yolo,2/9/2017,In Closure,3642587,7,Greater Sacramento Counties
58 - Yuba,2/9/2017,In Review,202948,1,
58 - Yuba,2/9/2017,Pending Construction,5768760,9,
58 - Yuba,2/9/2017,In Construction,55906918,12,
58 - Yuba,2/9/2017,In Closure,89170550,2,
01 - Alameda,2/23/2017,In Review,147199290,43,Bay Area Counties
01 - Alameda,2/23/2017,Pending Construction,77235742,46,Bay Area Counties
01 - Alameda,2/23/2017,In Construction,545879528,108,Bay Area Counties
01 - Alameda,2/23/2017,In Closure,6312518,24,Bay Area Counties
02 - Alpine,2/23/2017,In Review,0,0,
02 - Alpine,2/23/2017,Pending Construction,0,0,
02 - Alpine,2/23/2017,In Construction,0,0,
02 - Alpine,2/23/2017,In Closure,0,0,
03 - Amador,2/23/2017,In Review,300197,1,
03 - Amador,2/23/2017,Pending Construction,80000,2,
03 - Amador,2/23/2017,In Construction,4569809,8,
